[DEBUG] 2025-05-01 18:09:09.592 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@238d5a95
[DEBUG] 2025-05-01 18:09:09.593 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@2c2d5813
[DEBUG] 2025-05-01 18:09:09.593 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@2c2d5813
[DEBUG] 2025-05-01 18:09:09.594 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@4490407a
[DEBUG] 2025-05-01 18:09:09.594 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@4490407a
[DEBUG] 2025-05-01 18:09:09.595 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@73aa6910
[DEBUG] 2025-05-01 18:09:09.595 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@73aa6910
[DEBUG] 2025-05-01 18:09:09.595 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@73aa6910
[DEBUG] 2025-05-01 18:09:09.596 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@7f469f78
[DEBUG] 2025-05-01 18:09:09.597 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@7f170b4
[DEBUG] 2025-05-01 18:09:09.597 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@7f170b4
[DEBUG] 2025-05-01 18:09:09.597 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@7f170b4
[DEBUG] 2025-05-01 18:09:09.598 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@2d68937c
[DEBUG] 2025-05-01 18:09:09.598 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration calendar_time -> org.hibernate.type.CalendarTimeType@37851ba0
[DEBUG] 2025-05-01 18:09:09.599 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@37a3f0e4
[DEBUG] 2025-05-01 18:09:09.599 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@37a3f0e4
[DEBUG] 2025-05-01 18:09:09.600 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@590165c0
[DEBUG] 2025-05-01 18:09:09.600 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@590165c0
[DEBUG] 2025-05-01 18:09:09.600 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@60c349cb
[DEBUG] 2025-05-01 18:09:09.601 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@60c349cb
[DEBUG] 2025-05-01 18:09:09.601 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@34a22c75
[DEBUG] 2025-05-01 18:09:09.601 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@34a22c75
[DEBUG] 2025-05-01 18:09:09.602 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@3f0a6f60
[DEBUG] 2025-05-01 18:09:09.602 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@3f0a6f60
[DEBUG] 2025-05-01 18:09:09.602 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@1f60de5b
[DEBUG] 2025-05-01 18:09:09.603 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@2ff937ae
[DEBUG] 2025-05-01 18:09:09.603 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@2ff937ae
[DEBUG] 2025-05-01 18:09:09.603 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@2ff937ae
[DEBUG] 2025-05-01 18:09:09.604 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@1902ca89
